order_id,carrier,tracking_number,ship_date,estimated_delivery,actual_delivery,delivery_status,shipping_cost
824,Ekart,TRK2686270369,2023-04-04,2023-04-10,2023-04-11,Delivered,112.52
826,BlueDart,TRK2492693265,2023-11-10,2023-11-14,2023-11-14,Delivered,42.12
828,BlueDart,TRK7327599801,2022-06-02,2022-06-07,,Shipped,202.87
829,DTDC,TRK1100051553,2023-09-26,2023-10-02,2023-10-02,Delivered,110.35
830,Ekart,TRK2341595977,2022-11-24,2022-11-29,2022-11-29,Delivered,175.93
831,Ekart,TRK5244182226,2023-03-24,2023-03-30,,Shipped,196.37
832,FedEx India,TRK1896288743,2022-01-10,2022-01-14,,Shipped,111.95
833,BlueDart,TRK1271026767,2024-05-23,2024-05-29,2024-06-01,Delivered,164.65
834,DTDC,TRK2095799270,2022-02-25,2022-03-02,2022-03-02,Delivered,123.88
836,DTDC,TRK7955151229,2023-08-31,2023-09-04,2023-09-04,Delivered,68.56
837,FedEx India,TRK4621354159,2023-01-27,2023-01-31,2023-02-01,Delivered,67.2
838,FedEx India,TRK7099625438,2022-05-25,2022-05-31,2022-05-31,Delivered,202.4
839,Delhivery,TRK4807520344,2024-05-11,2024-05-17,2024-05-17,Delivered,227.99
840,FedEx India,TRK7650471580,2022-05-11,2022-05-15,2022-05-15,Delivered,110.77
842,Delhivery,TRK2909046376,2022-03-29,2022-04-01,2022-03-31,Delivered,88.95
843,BlueDart,TRK6046558665,2024-03-21,2024-03-27,,Shipped,213.16
844,Delhivery,TRK2548374417,2023-06-07,2023-06-14,2023-06-17,Delivered,105.56
845,BlueDart,TRK1581021312,2022-07-12,2022-07-15,2022-07-15,Delivered,196.04
846,Delhivery,TRK5129311005,2024-01-21,2024-01-25,2024-01-25,Delivered,88.98
847,FedEx India,TRK9129751910,2023-07-17,2023-07-20,2023-07-23,Delivered,226.32
848,DTDC,TRK2312110633,2023-05-11,2023-05-18,,Shipped,99.0
849,DTDC,TRK0165837379,2023-12-12,2023-12-15,2023-12-15,Delivered,115.61
851,Delhivery,TRK2749072801,2024-07-03,2024-07-06,,Shipped,96.57
853,Ekart,TRK2342893113,2024-03-30,2024-04-02,2024-04-05,Delivered,149.99
855,FedEx India,TRK2532694968,2023-04-29,2023-05-02,2023-05-04,Delivered,239.39
856,DTDC,TRK4364538044,2024-03-31,2024-04-06,2024-04-09,Delivered,43.48
857,Ekart,TRK2101750961,2023-09-06,2023-09-11,,Shipped,217.27
858,Delhivery,TRK7015959194,2022-03-06,2022-03-11,,Shipped,192.86
860,FedEx India,TRK5757574758,2023-05-13,2023-05-18,2023-05-20,Delivered,179.79
861,DTDC,TRK3392056775,2022-10-13,2022-10-19,2022-10-22,Delivered,180.43
862,Delhivery,TRK6777226602,2022-09-23,2022-09-26,2022-09-27,Delivered,83.31
863,FedEx India,TRK5626506229,2023-09-01,2023-09-07,,Shipped,81.63
864,Delhivery,TRK2310672453,2022-07-01,2022-07-08,2022-07-11,Delivered,116.16
865,Delhivery,TRK0762484337,2024-03-31,2024-04-04,2024-04-07,Delivered,248.33
866,DTDC,TRK9766270511,2022-06-01,2022-06-08,2022-06-07,Delivered,86.4
868,FedEx India,TRK5794238736,2023-10-18,2023-10-25,2023-10-27,Delivered,231.88
869,Ekart,TRK7042549691,2022-02-26,2022-03-02,,Shipped,56.86
870,FedEx India,TRK9284552597,2023-02-14,2023-02-18,2023-02-18,Delivered,59.87
871,Ekart,TRK1075633535,2023-07-02,2023-07-09,2023-07-11,Delivered,242.43
872,DTDC,TRK7485953259,2022-09-27,2022-09-30,2022-09-30,Delivered,109.64
873,BlueDart,TRK3993379705,2024-03-29,2024-04-04,2024-04-07,Delivered,125.01
876,DTDC,TRK8162951877,2024-05-30,2024-06-05,2024-06-05,Delivered,248.0
877,Ekart,TRK9417634250,2022-09-21,2022-09-27,,Shipped,59.66
878,Delhivery,TRK7330559782,2024-02-10,2024-02-17,2024-02-20,Delivered,130.0
879,BlueDart,TRK4575983399,2023-06-20,2023-06-27,2023-06-28,Delivered,192.07
880,Delhivery,TRK1403884366,2023-07-18,2023-07-21,2023-07-21,Delivered,150.82
881,Delhivery,TRK0443240061,2023-02-28,2023-03-04,2023-03-06,Delivered,120.04
882,DTDC,TRK5727682975,2022-08-14,2022-08-19,,Shipped,114.02
883,DTDC,TRK1474397429,2023-09-28,2023-10-04,2023-10-05,Delivered,83.24
885,Ekart,TRK2501058752,2022-05-04,2022-05-11,2022-05-14,Delivered,94.01
887,FedEx India,TRK5680656259,2022-04-27,2022-05-02,,Shipped,41.52
888,Ekart,TRK0459908027,2022-03-22,2022-03-27,,Shipped,107.28
890,Ekart,TRK1122182315,2022-03-19,2022-03-24,2022-03-26,Delivered,203.53
891,DTDC,TRK5516517680,2022-03-04,2022-03-07,2022-03-09,Delivered,52.22
893,BlueDart,TRK8662813721,2023-10-24,2023-10-27,2023-10-26,Delivered,71.42
894,DTDC,TRK4330800370,2022-08-13,2022-08-17,,Shipped,194.62
895,Delhivery,TRK0332285566,2022-09-24,2022-09-30,2022-10-02,Delivered,86.5
897,DTDC,TRK0847068103,2023-11-02,2023-11-08,,Shipped,177.93
898,Delhivery,TRK9033970519,2022-06-06,2022-06-10,,Shipped,75.7
900,FedEx India,TRK5826328094,2024-05-16,2024-05-23,,Shipped,134.92
902,DTDC,TRK4858623945,2023-01-04,2023-01-11,2023-01-10,Delivered,129.48
903,FedEx India,TRK3546147079,2023-10-26,2023-10-29,2023-11-01,Delivered,66.01
905,DTDC,TRK8632106133,2023-07-23,2023-07-28,2023-07-31,Delivered,149.07
906,Delhivery,TRK9439457039,2023-12-17,2023-12-20,2023-12-22,Delivered,83.65
907,DTDC,TRK4380403253,2023-05-16,2023-05-21,2023-05-22,Delivered,234.03
908,FedEx India,TRK7657692778,2022-05-27,2022-06-03,2022-06-03,Delivered,179.54
909,Ekart,TRK9431910090,2022-09-04,2022-09-11,2022-09-12,Delivered,172.32
910,FedEx India,TRK0404769210,2022-11-13,2022-11-19,2022-11-21,Delivered,206.94
911,BlueDart,TRK5336514604,2022-02-10,2022-02-13,2022-02-16,Delivered,81.54
912,FedEx India,TRK0142473107,2023-02-22,2023-02-27,2023-02-28,Delivered,174.09
915,DTDC,TRK2011379844,2023-11-02,2023-11-05,2023-11-06,Delivered,113.51
916,FedEx India,TRK0971231660,2023-10-28,2023-11-02,2023-11-04,Delivered,131.42
918,Delhivery,TRK0767620901,2024-05-07,2024-05-12,2024-05-14,Delivered,206.48
919,BlueDart,TRK4473404337,2024-04-01,2024-04-07,,Shipped,201.3
923,FedEx India,TRK0096873045,2022-06-30,2022-07-05,2022-07-05,Delivered,145.25
924,BlueDart,TRK1957782558,2023-03-03,2023-03-08,2023-03-10,Delivered,131.72
926,Ekart,TRK8255629657,2024-05-20,2024-05-24,,Shipped,132.93
927,FedEx India,TRK5427865619,2024-06-22,2024-06-28,2024-06-30,Delivered,59.02
928,DTDC,TRK4255778205,2022-04-05,2022-04-12,,Shipped,89.64
930,Ekart,TRK8295829236,2022-05-29,2022-06-02,,Shipped,211.21
931,FedEx India,TRK1618808190,2022-06-29,2022-07-06,,Shipped,212.08
932,BlueDart,TRK4823571558,2023-05-29,2023-06-05,,Shipped,85.01
933,Delhivery,TRK6863956137,2022-11-07,2022-11-11,2022-11-12,Delivered,52.13
936,FedEx India,TRK2308172143,2023-10-05,2023-10-12,,Shipped,220.72
937,FedEx India,TRK6438130004,2024-03-29,2024-04-04,2024-04-05,Delivered,122.59
939,Ekart,TRK1321147165,2022-08-06,2022-08-10,2022-08-11,Delivered,235.37
940,FedEx India,TRK6094565346,2024-02-17,2024-02-22,2024-02-23,Delivered,150.96
941,BlueDart,TRK9979907075,2023-07-07,2023-07-11,2023-07-10,Delivered,79.2
943,Delhivery,TRK5047681699,2022-12-03,2022-12-08,2022-12-10,Delivered,46.76
945,FedEx India,TRK5706071748,2024-01-29,2024-02-04,2024-02-03,Delivered,41.07
946,DTDC,TRK1131765397,2022-03-18,2022-03-22,2022-03-23,Delivered,222.23
947,Ekart,TRK0548739610,2022-06-01,2022-06-06,2022-06-08,Delivered,129.7
948,Ekart,TRK2908718274,2023-01-21,2023-01-24,2023-01-24,Delivered,140.16
949,FedEx India,TRK9680491872,2022-10-06,2022-10-11,2022-10-13,Delivered,130.37
950,Delhivery,TRK7420495612,2022-03-04,2022-03-07,2022-03-09,Delivered,57.02
951,Delhivery,TRK1377306260,2023-03-06,2023-03-11,2023-03-10,Delivered,246.85
952,Ekart,TRK4235973711,2023-09-14,2023-09-21,2023-09-23,Delivered,186.74
953,BlueDart,TRK2229907756,2022-06-27,2022-07-03,2022-07-06,Delivered,189.3
955,Ekart,TRK0858167046,2023-09-01,2023-09-08,2023-09-07,Delivered,48.91
956,Delhivery,TRK8611145768,2023-03-16,2023-03-21,,Shipped,149.44
957,FedEx India,TRK3210219237,2023-08-18,2023-08-22,2023-08-23,Delivered,67.51
959,Delhivery,TRK8584712961,2023-04-29,2023-05-05,,Shipped,40.27
960,BlueDart,TRK8033242605,2023-02-11,2023-02-16,2023-02-17,Delivered,197.33
961,DTDC,TRK0801849804,2023-05-24,2023-05-31,2023-06-01,Delivered,204.93
962,BlueDart,TRK2537337773,2024-01-21,2024-01-28,2024-01-27,Delivered,62.24
963,Ekart,TRK1268812282,2022-09-03,2022-09-07,,Shipped,219.67
964,Ekart,TRK1781923653,2022-11-11,2022-11-14,2022-11-17,Delivered,59.45
965,BlueDart,TRK4606056035,2023-08-24,2023-08-27,2023-08-29,Delivered,197.01
966,FedEx India,TRK6793279862,2024-06-17,2024-06-22,,Shipped,167.59
967,Ekart,TRK3984716906,2023-10-05,2023-10-09,2023-10-11,Delivered,171.35
968,BlueDart,TRK1812054647,2022-03-15,2022-03-20,2022-03-21,Delivered,65.37
969,FedEx India,TRK5489547876,2022-11-03,2022-11-10,2022-11-10,Delivered,215.0
970,DTDC,TRK9899927517,2023-07-12,2023-07-19,2023-07-21,Delivered,57.11
972,FedEx India,TRK5889144449,2023-11-25,2023-12-01,2023-11-30,Delivered,141.44
973,Delhivery,TRK8355393543,2023-04-23,2023-04-28,,Shipped,168.17
974,FedEx India,TRK5864496392,2023-07-30,2023-08-03,,Shipped,188.5
976,BlueDart,TRK4358853798,2023-05-08,2023-05-13,,Shipped,43.63
978,FedEx India,TRK2143395275,2022-10-04,2022-10-10,2022-10-09,Delivered,72.28
979,Delhivery,TRK3674978524,2023-01-18,2023-01-22,2023-01-22,Delivered,55.59
980,Delhivery,TRK9141686013,2022-05-08,2022-05-15,2022-05-16,Delivered,74.27
981,BlueDart,TRK4778948963,2022-10-28,2022-11-04,2022-11-05,Delivered,48.68
983,DTDC,TRK4067917665,2023-04-15,2023-04-21,2023-04-20,Delivered,236.48
984,DTDC,TRK1221500141,2022-03-22,2022-03-27,2022-03-30,Delivered,156.69
985,DTDC,TRK8842163090,2023-05-25,2023-05-31,2023-06-01,Delivered,153.59
986,Delhivery,TRK0159446333,2022-01-26,2022-01-29,2022-01-28,Delivered,185.01
987,BlueDart,TRK9994853208,2023-05-03,2023-05-07,2023-05-06,Delivered,176.43
988,DTDC,TRK9532638902,2022-10-28,2022-11-04,2022-11-05,Delivered,238.07
990,Delhivery,TRK1994711363,2022-12-20,2022-12-26,,Shipped,181.49
991,BlueDart,TRK3792234103,2023-12-16,2023-12-19,2023-12-22,Delivered,130.64
992,Delhivery,TRK4699673311,2023-08-07,2023-08-10,2023-08-09,Delivered,180.12
993,Delhivery,TRK6772696084,2022-08-24,2022-08-28,2022-08-31,Delivered,217.19
994,FedEx India,TRK3768550789,2022-06-02,2022-06-05,2022-06-05,Delivered,108.15
995,FedEx India,TRK6793521962,2022-06-17,2022-06-24,,Shipped,201.49
996,Delhivery,TRK6335564343,2024-05-12,2024-05-16,,Shipped,52.51
997,Ekart,TRK6970931706,2022-09-02,2022-09-05,2022-09-06,Delivered,211.36
998,FedEx India,TRK9556076761,2022-09-27,2022-10-03,2022-10-06,Delivered,178.2
999,FedEx India,TRK6453454722,2023-11-16,2023-11-23,2023-11-22,Delivered,217.62
1001,DTDC,TRK3989830650,2022-01-29,2022-02-04,2022-02-03,Delivered,159.85
1005,Ekart,TRK3121980418,2023-08-05,2023-08-08,,Shipped,243.05
1006,Delhivery,TRK4724264236,2024-01-21,2024-01-26,2024-01-26,Delivered,58.7
1007,BlueDart,TRK4281319092,2022-05-01,2022-05-05,2022-05-07,Delivered,41.24
1008,FedEx India,TRK4876230391,2023-04-04,2023-04-09,2023-04-08,Delivered,237.7
1009,DTDC,TRK1142817852,2022-07-20,2022-07-25,2022-07-26,Delivered,196.9
1010,DTDC,TRK2823052480,2022-10-13,2022-10-20,2022-10-19,Delivered,185.28
1011,FedEx India,TRK8806220722,2023-11-26,2023-12-01,,Shipped,48.01
1012,Ekart,TRK3959473721,2022-07-20,2022-07-25,2022-07-27,Delivered,158.42
1014,DTDC,TRK3290162047,2024-05-26,2024-06-02,2024-06-03,Delivered,46.27
1015,FedEx India,TRK8768868785,2022-12-21,2022-12-28,2022-12-29,Delivered,214.01
1016,DTDC,TRK9964862872,2022-08-10,2022-08-16,,Shipped,213.82
1017,FedEx India,TRK0319541966,2024-04-04,2024-04-09,2024-04-11,Delivered,130.76
1018,Ekart,TRK6450573036,2023-03-12,2023-03-19,,Shipped,173.91
1019,FedEx India,TRK2792463203,2023-09-08,2023-09-11,2023-09-13,Delivered,94.16
1021,FedEx India,TRK7476775372,2024-02-16,2024-02-19,2024-02-20,Delivered,70.05
1022,DTDC,TRK6032145057,2022-10-10,2022-10-13,2022-10-14,Delivered,170.26
1024,Delhivery,TRK6619458870,2022-10-27,2022-11-02,2022-11-04,Delivered,77.62
1025,DTDC,TRK7155348201,2024-05-07,2024-05-14,2024-05-15,Delivered,135.37
1026,Delhivery,TRK2840083850,2022-08-21,2022-08-24,2022-08-27,Delivered,209.35
1028,Ekart,TRK7659759545,2022-10-23,2022-10-26,2022-10-28,Delivered,237.01
1029,DTDC,TRK0891776808,2022-09-10,2022-09-14,2022-09-17,Delivered,245.89
1030,DTDC,TRK9812657422,2022-03-11,2022-03-17,2022-03-18,Delivered,181.18
1034,Delhivery,TRK3196463004,2022-11-27,2022-12-02,2022-12-05,Delivered,230.39
1035,DTDC,TRK0236936268,2022-02-27,2022-03-05,2022-03-05,Delivered,167.84
1036,DTDC,TRK9430120471,2023-01-02,2023-01-05,2023-01-04,Delivered,199.3
1037,Delhivery,TRK3727117595,2022-03-21,2022-03-28,2022-03-30,Delivered,131.43
1040,DTDC,TRK7498855829,2023-12-08,2023-12-15,2023-12-18,Delivered,66.77
1041,BlueDart,TRK8493306745,2022-05-31,2022-06-07,2022-06-09,Delivered,141.45
1042,DTDC,TRK8476094412,2023-05-13,2023-05-19,2023-05-20,Delivered,119.48
1043,BlueDart,TRK8333721885,2023-06-03,2023-06-09,2023-06-10,Delivered,49.41
1044,Delhivery,TRK6669541329,2023-09-23,2023-09-29,,Shipped,239.89
1045,Ekart,TRK7150666267,2023-07-20,2023-07-24,,Shipped,107.68
1046,DTDC,TRK0551437769,2022-03-21,2022-03-25,2022-03-26,Delivered,71.79
1047,FedEx India,TRK3663439252,2022-12-24,2022-12-27,2022-12-30,Delivered,107.42
1049,BlueDart,TRK9596111102,2022-06-29,2022-07-04,,Shipped,166.04
1050,BlueDart,TRK8671200720,2022-08-18,2022-08-22,2022-08-21,Delivered,116.01
1051,Delhivery,TRK2455910245,2022-11-13,2022-11-17,2022-11-16,Delivered,171.45
1054,Delhivery,TRK1091090326,2024-03-25,2024-03-29,,Shipped,201.18
1055,DTDC,TRK7149498194,2022-09-20,2022-09-23,2022-09-26,Delivered,97.16
1057,FedEx India,TRK2179428179,2022-07-25,2022-07-30,2022-08-02,Delivered,241.74
1058,Delhivery,TRK3406527758,2024-05-17,2024-05-22,,Shipped,179.42
1059,BlueDart,TRK4466345337,2022-12-28,2023-01-01,2022-12-31,Delivered,41.39
1060,Delhivery,TRK2201091217,2022-09-06,2022-09-13,2022-09-14,Delivered,232.45
1061,BlueDart,TRK2214559376,2024-02-24,2024-02-27,2024-02-28,Delivered,230.84
1062,DTDC,TRK6189437052,2022-10-18,2022-10-21,2022-10-24,Delivered,234.51
1064,Delhivery,TRK6351004627,2023-01-14,2023-01-18,,Shipped,95.7
1065,FedEx India,TRK7657256592,2022-04-23,2022-04-29,2022-05-01,Delivered,164.27
1066,BlueDart,TRK0246175202,2022-08-09,2022-08-14,2022-08-13,Delivered,198.83
1067,BlueDart,TRK3897432600,2022-05-08,2022-05-14,2022-05-17,Delivered,70.93
1068,FedEx India,TRK5595501783,2023-01-06,2023-01-12,,Shipped,170.77
1069,BlueDart,TRK3258486899,2022-12-05,2022-12-12,2022-12-11,Delivered,145.47
1070,Ekart,TRK9360798487,2024-01-25,2024-02-01,2024-02-03,Delivered,71.63
1073,FedEx India,TRK0450691767,2023-11-23,2023-11-29,2023-11-30,Delivered,248.61
1074,Ekart,TRK9935937440,2023-11-09,2023-11-15,,Shipped,210.26
1075,Ekart,TRK3946408303,2023-12-15,2023-12-22,2023-12-24,Delivered,134.85
1076,Ekart,TRK7360601488,2022-06-24,2022-06-28,2022-06-30,Delivered,84.77
1078,DTDC,TRK6084907938,2024-01-16,2024-01-23,2024-01-26,Delivered,70.18
1080,Ekart,TRK8413685283,2023-05-06,2023-05-10,,Shipped,106.06
1081,Delhivery,TRK0615370124,2022-10-16,2022-10-20,2022-10-20,Delivered,174.27
1082,FedEx India,TRK2446263251,2023-05-19,2023-05-22,2023-05-21,Delivered,228.8
1083,FedEx India,TRK4488112103,2022-04-15,2022-04-22,,Shipped,199.02
1084,Ekart,TRK1421751887,2022-07-04,2022-07-09,2022-07-08,Delivered,246.83
1085,FedEx India,TRK8179415152,2023-10-01,2023-10-06,,Shipped,88.38
1086,Ekart,TRK6384091122,2024-02-26,2024-03-04,2024-03-06,Delivered,73.36
1087,DTDC,TRK5288375056,2023-05-27,2023-06-02,2023-06-04,Delivered,131.38
1088,FedEx India,TRK6186323979,2024-06-02,2024-06-05,2024-06-08,Delivered,66.99
1090,FedEx India,TRK1378765530,2024-05-25,2024-05-30,2024-05-31,Delivered,188.42
1091,Delhivery,TRK0730950556,2023-07-27,2023-07-30,,Shipped,191.82
1092,Delhivery,TRK0571219881,2023-05-20,2023-05-26,2023-05-27,Delivered,83.6
1093,Delhivery,TRK9277885190,2024-02-25,2024-03-02,2024-03-05,Delivered,115.58
1094,BlueDart,TRK5348640104,2023-12-04,2023-12-09,2023-12-09,Delivered,123.19
1095,BlueDart,TRK2462456185,2022-06-13,2022-06-16,2022-06-18,Delivered,216.69
1096,BlueDart,TRK1744600452,2023-01-24,2023-01-29,,Shipped,86.17
1097,Ekart,TRK1289915114,2022-11-26,2022-12-02,2022-12-01,Delivered,98.25
1098,FedEx India,TRK5512939130,2023-01-13,2023-01-17,2023-01-20,Delivered,205.58
1099,Ekart,TRK4488189848,2023-10-05,2023-10-10,2023-10-11,Delivered,188.64
1100,FedEx India,TRK4160461540,2023-02-28,2023-03-04,2023-03-04,Delivered,54.52
1101,Ekart,TRK2119017075,2023-10-28,2023-10-31,2023-10-30,Delivered,183.54
1102,FedEx India,TRK6814298315,2024-06-09,2024-06-13,2024-06-13,Delivered,226.3
1103,FedEx India,TRK2291073228,2022-12-02,2022-12-06,2022-12-09,Delivered,130.75
1105,BlueDart,TRK3608493783,2023-08-28,2023-08-31,2023-08-30,Delivered,45.28
1106,Ekart,TRK0639638452,2022-11-30,2022-12-04,2022-12-05,Delivered,87.52
1107,FedEx India,TRK6969443916,2022-08-02,2022-08-09,2022-08-11,Delivered,116.5
1108,BlueDart,TRK4970169342,2022-12-17,2022-12-22,2022-12-25,Delivered,190.56
1109,DTDC,TRK9291320330,2022-07-29,2022-08-05,2022-08-08,Delivered,146.38
1110,Delhivery,TRK1623419031,2022-08-11,2022-08-17,2022-08-16,Delivered,239.09
1113,DTDC,TRK0615372215,2022-03-11,2022-03-16,2022-03-19,Delivered,164.06
1115,Delhivery,TRK5668473236,2024-04-06,2024-04-11,2024-04-11,Delivered,135.83
1116,FedEx India,TRK5337746040,2023-03-04,2023-03-08,2023-03-10,Delivered,229.63
1117,Delhivery,TRK6720078436,2024-02-22,2024-02-26,2024-02-26,Delivered,64.68
1118,FedEx India,TRK1424426078,2024-06-03,2024-06-07,2024-06-10,Delivered,107.51
1119,DTDC,TRK1975437347,2024-04-24,2024-04-30,,Shipped,42.89
1121,FedEx India,TRK6427372037,2023-10-05,2023-10-08,2023-10-09,Delivered,193.69
1122,DTDC,TRK6388214584,2022-09-05,2022-09-11,2022-09-14,Delivered,137.3
1123,BlueDart,TRK1484601913,2023-03-24,2023-03-30,2023-03-31,Delivered,41.34
1124,Ekart,TRK4438998278,2023-02-28,2023-03-06,2023-03-08,Delivered,126.34
1125,DTDC,TRK0205869507,2023-12-07,2023-12-10,,Shipped,40.78
1126,FedEx India,TRK3214644936,2022-07-18,2022-07-22,2022-07-22,Delivered,219.51
1127,FedEx India,TRK9995167933,2023-03-24,2023-03-27,2023-03-27,Delivered,205.36
1128,Delhivery,TRK5055738573,2022-05-21,2022-05-24,2022-05-27,Delivered,214.09
1131,FedEx India,TRK6801192360,2024-06-09,2024-06-15,2024-06-18,Delivered,74.66
1133,Delhivery,TRK3768118723,2024-05-14,2024-05-20,2024-05-20,Delivered,129.6
1134,Ekart,TRK3351040961,2022-05-07,2022-05-11,2022-05-11,Delivered,218.6
1135,DTDC,TRK4973153911,2023-06-25,2023-06-30,2023-07-03,Delivered,249.64
1138,DTDC,TRK4983074820,2022-08-15,2022-08-19,2022-08-18,Delivered,229.03
1139,FedEx India,TRK7365118939,2023-03-30,2023-04-05,2023-04-04,Delivered,226.36
1140,Delhivery,TRK4065578201,2023-01-21,2023-01-25,,Shipped,59.85
1141,Ekart,TRK9043223023,2023-05-04,2023-05-09,,Shipped,83.17
1142,FedEx India,TRK3324707392,2022-06-01,2022-06-06,2022-06-09,Delivered,224.44
1143,Ekart,TRK0135462127,2022-01-23,2022-01-26,,Shipped,242.98
1145,Ekart,TRK6025082611,2023-11-21,2023-11-26,2023-11-25,Delivered,72.34
1146,Delhivery,TRK2312616324,2023-12-20,2023-12-23,2023-12-22,Delivered,223.31
1151,DTDC,TRK8889957298,2024-02-27,2024-03-05,,Shipped,183.26
1153,Delhivery,TRK9376297454,2024-05-14,2024-05-17,2024-05-18,Delivered,157.41
1155,DTDC,TRK9303646871,2022-12-29,2023-01-03,2023-01-06,Delivered,59.92
1156,Ekart,TRK9120381876,2022-12-04,2022-12-09,2022-12-12,Delivered,113.42
1157,Ekart,TRK9208283230,2023-10-22,2023-10-29,2023-10-30,Delivered,160.27
1158,FedEx India,TRK8981388158,2022-01-05,2022-01-08,2022-01-11,Delivered,91.82
1159,DTDC,TRK8144582206,2022-03-27,2022-03-30,2022-03-30,Delivered,200.24
1162,Delhivery,TRK7323182971,2024-01-24,2024-01-30,2024-01-31,Delivered,161.0
1164,DTDC,TRK6815724500,2022-07-08,2022-07-14,2022-07-16,Delivered,129.81
1165,Ekart,TRK0000152911,2023-08-10,2023-08-16,2023-08-17,Delivered,159.27
1166,Ekart,TRK3717850902,2023-09-22,2023-09-28,,Shipped,55.1
1167,FedEx India,TRK5561844421,2022-09-27,2022-10-03,,Shipped,93.94
1168,FedEx India,TRK8299874781,2023-03-17,2023-03-24,,Shipped,112.67
1171,Delhivery,TRK2248905670,2022-05-03,2022-05-10,2022-05-13,Delivered,207.88
1173,FedEx India,TRK8670090043,2022-05-16,2022-05-22,2022-05-22,Delivered,80.32
1174,DTDC,TRK6551584826,2022-10-20,2022-10-23,,Shipped,182.71
1175,BlueDart,TRK6913624835,2024-03-24,2024-03-27,2024-03-28,Delivered,221.84
1176,BlueDart,TRK5054296080,2023-09-26,2023-09-29,2023-09-28,Delivered,87.03
1177,Ekart,TRK7063369987,2023-10-27,2023-11-01,2023-11-04,Delivered,243.07
1179,DTDC,TRK9509822104,2023-01-30,2023-02-03,,Shipped,197.37
1180,BlueDart,TRK0164818804,2022-04-10,2022-04-16,2022-04-19,Delivered,72.82
1182,BlueDart,TRK4287738363,2024-04-03,2024-04-10,2024-04-13,Delivered,42.68
1183,DTDC,TRK8164321269,2022-09-20,2022-09-27,2022-09-29,Delivered,60.42
1184,FedEx India,TRK4289464203,2023-11-21,2023-11-27,2023-11-30,Delivered,43.9
1185,DTDC,TRK6258631441,2022-09-27,2022-09-30,2022-10-01,Delivered,246.06
1186,FedEx India,TRK7064625540,2023-04-26,2023-05-03,2023-05-02,Delivered,120.1
1187,DTDC,TRK2635582430,2022-05-29,2022-06-04,2022-06-06,Delivered,179.92
1189,DTDC,TRK1764644898,2023-03-19,2023-03-23,2023-03-22,Delivered,162.65
1190,DTDC,TRK8031538882,2022-09-29,2022-10-02,2022-10-02,Delivered,199.95
1192,Delhivery,TRK4527905040,2023-11-06,2023-11-12,,Shipped,104.17
1193,FedEx India,TRK4333353849,2022-02-26,2022-03-03,2022-03-06,Delivered,207.67
1194,Ekart,TRK5163211197,2023-12-27,2024-01-02,2024-01-02,Delivered,228.12
1195,Ekart,TRK8718093391,2023-05-25,2023-05-31,2023-05-30,Delivered,179.56
1196,DTDC,TRK3732653060,2023-05-14,2023-05-20,2023-05-23,Delivered,81.05
1197,Ekart,TRK1198756178,2022-06-03,2022-06-06,2022-06-05,Delivered,64.28
1200,DTDC,TRK6880023009,2022-01-07,2022-01-14,2022-01-13,Delivered,215.04
1201,Delhivery,TRK1561829803,2022-03-23,2022-03-29,2022-03-29,Delivered,171.32
1202,FedEx India,TRK6577449160,2022-12-06,2022-12-12,2022-12-11,Delivered,211.6
1203,FedEx India,TRK9365952014,2023-02-10,2023-02-17,2023-02-18,Delivered,125.32
1204,BlueDart,TRK9118941843,2022-02-02,2022-02-09,2022-02-12,Delivered,128.22
1206,FedEx India,TRK3687509263,2022-02-15,2022-02-22,,Shipped,112.03
1209,DTDC,TRK2239982137,2024-02-03,2024-02-07,2024-02-08,Delivered,145.2
1210,Delhivery,TRK4556114042,2022-09-22,2022-09-27,2022-09-27,Delivered,239.27
1211,BlueDart,TRK8860505376,2022-08-04,2022-08-09,2022-08-10,Delivered,225.58
1212,DTDC,TRK6608112600,2023-11-02,2023-11-08,2023-11-08,Delivered,71.58
1214,Ekart,TRK3083566910,2022-05-17,2022-05-23,2022-05-24,Delivered,164.85
1215,DTDC,TRK6271531234,2022-07-27,2022-08-01,2022-08-04,Delivered,133.33
1216,Ekart,TRK5506882691,2023-09-09,2023-09-16,2023-09-17,Delivered,212.05
1217,Delhivery,TRK7768293844,2022-07-12,2022-07-15,2022-07-16,Delivered,114.25
1219,BlueDart,TRK0134808735,2024-01-03,2024-01-09,2024-01-10,Delivered,221.34
1220,Ekart,TRK4378826033,2023-06-25,2023-06-29,2023-06-30,Delivered,44.94
1221,BlueDart,TRK5910157090,2024-04-01,2024-04-07,2024-04-09,Delivered,75.63
1223,Ekart,TRK8599144920,2022-02-21,2022-02-26,2022-03-01,Delivered,168.34
1224,BlueDart,TRK7492699969,2023-03-13,2023-03-20,2023-03-21,Delivered,109.88
1225,BlueDart,TRK9648997184,2024-04-13,2024-04-19,2024-04-20,Delivered,98.73
1226,FedEx India,TRK2859693259,2023-06-02,2023-06-09,2023-06-08,Delivered,118.67
1227,DTDC,TRK1408499323,2024-03-17,2024-03-21,2024-03-24,Delivered,118.09
1228,FedEx India,TRK1234266980,2024-06-19,2024-06-23,,Shipped,79.17
1229,DTDC,TRK6908726176,2024-02-16,2024-02-20,,Shipped,125.49
1231,Ekart,TRK0723483893,2023-09-13,2023-09-20,2023-09-19,Delivered,186.29
1232,BlueDart,TRK5953828040,2022-01-20,2022-01-26,2022-01-26,Delivered,136.31
